	head	tail	relation
13851	/m/09fc83	/m/0jt90f5	
13852	/m/0tz41	/m/05k7sb	
13853	/m/05lb30	/m/02hrh1q	
13854	/m/01tnxc	/m/01qscs	
13855	/m/01trtc	/m/03xl77	
13856	/m/0c6g1l	/m/0884fm	
13857	/m/060c4	/m/0jt3tjf	
13858	/m/05r7t	/m/0jkvj	
13859	/m/03h_fqv	/m/013y1f	
13860	/m/04w8f	/m/0flw86	
13861	/m/0gr0m	/m/073hkh	
13862	/m/01qb5d	/m/0c_j5d	
13863	/m/023gxx	/m/01795t	
13864	/m/0rvty	/m/0nzw2	
13865	/m/01pdgp	/m/09nqf	
13866	/m/02jsgf	/m/02p7_k	
13867	/m/07ssc	/m/02m__	
13868	/m/0dhrqx	/m/025txtg	
13869	/m/0ywrc	/m/06mzp	
13870	/m/01wdj_	/m/01wdj_	
13871	/m/09_b4	/m/05b4w	
13872	/m/0127xk	/m/05zppz	
13873	/m/01w92	/m/0381pn	
13874	/m/062cg6	/m/067pl7	
13875	/m/0tfc	/m/043s3	
13876	/m/026c1	/m/0mdyn	
13877	/m/0n5by	/m/0n5kc	
13878	/m/04999m	/m/02sdk9v	
13879	/m/02w3w	/m/0395lw	
13880	/m/03bggl	/m/04ztj	
13881	/m/0d4fqn	/m/026_dcw	
13882	/m/0ffgh	/m/02hrh1q	
13883	/m/0bqytm	/m/019vhk	
13884	/m/0kn4c	/m/060bp	
13885	/m/02xnjd	/m/09c7w0	
13886	/m/07k2x	/m/0dd6bf	
13887	/m/0bj9k	/m/09nqf	
13888	/m/09c7w0	/m/01b1mj	
13889	/m/02z0dfh	/m/0p_tz	
13890	/m/047tsx3	/m/05v8c	
13891	/m/0181dw	/m/01vrt_c	
13892	/m/0721cy	/m/07c72	
13893	/m/075q_	/m/02_j1w	
13894	/m/0gy0n	/m/0ch6mp2	
13895	/m/01p4vl	/m/05p09zm	
13896	/m/028cg00	/m/0653m	
13897	/m/0jwmp	/m/016tw3	
13898	/m/0t_hx	/m/02hcv8	
13899	/m/07xzm	/m/02hnl	
13900	/m/0jrhl	/m/0jrtv	
13901	/m/0h08p	/m/01wy61y	
13902	/m/026kmvf	/m/019m9h	
13903	/m/07p62k	/m/09c7w0	
13904	/m/02h22	/m/02h40lc	
13905	/m/026t6	/m/0285c	
13906	/m/02wtp6	/m/0chghy	
13907	/m/080lkt7	/m/0d060g	
13908	/m/04svwx	/m/03d29b	
13909	/m/0l6px	/m/02k6rq	
13910	/m/0713r	/m/027pwzc	
13911	/m/02fqrf	/m/09nqf	
13912	/m/020y73	/m/02kdv5l	
13913	/m/0c5lg	/m/0mbw0	
13914	/m/09d11	/m/0cycc	
13915	/m/015qsq	/m/06mkj	
13916	/m/05148p4	/m/04s5_s	
13917	/m/02jx1	/m/07ssc	
13918	/m/0dr89x	/m/03_3d	
13919	/m/01z452	/m/0d060g	
13920	/m/05lfwd	/m/034x61	
13921	/m/09889g	/m/018mmw	
13922	/m/05nrg	/m/0chgzm	
13923	/m/032xhg	/m/0fb7sd	
13924	/m/082fr	/m/019n8z	
13925	/m/03hl6lc	/m/01v80y	
13926	/m/0p_2r	/m/01n5309	
13927	/m/03qmg1	/m/03gvt	
13928	/m/092868	/m/03c602	
13929	/m/03x23q	/m/04ly1	
13930	/m/0m0nq	/m/0bmssv	
13931	/m/0151w_	/m/0dgskx	
13932	/m/017zq0	/m/02822	
13933	/m/0d4htf	/m/0735l	
13934	/m/02_ssl	/m/0jmhr	
13935	/m/01dpsv	/m/08mbj5d	
13936	/m/0794g	/m/01_xtx	
13937	/m/01rhl	/m/07xzm	
13938	/m/0jz9f	/m/04165w	
13939	/m/018vs	/m/0134s5	
13940	/m/041rx	/m/01yg9y	
13941	/m/01s7w3	/m/02r96rf	
13942	/m/09c7w0	/m/0drs_	
13943	/m/0hnlx	/m/0n1h	
13944	/m/01skmp	/m/08mbj5d	
13945	/m/02r4qs	/m/02qmncd	
13946	/m/02ngbs	/m/08mbj5d	
13947	/m/0lccn	/m/02hrh1q	
13948	/m/04fzk	/m/012s1d	
13949	/m/060c4	/m/04rwx	
13950	/m/03gvt	/m/01vn0t_	
13951	/m/014hr0	/m/01vrlr4	
13952	/m/0f8l9c	/m/0lgxj	
13953	/m/02_n5d	/m/01bv8b	
13954	/m/02jx1	/m/03lrc	
13955	/m/0k8y7	/m/0r785	
13956	/m/037jz	/m/03f70xs	
13957	/m/05bt6j	/m/017lb_	
13958	/m/03n69x	/m/01445t	
13959	/m/060c4	/m/086xm	
13960	/m/0dc_v	/m/04n6k	
13961	/m/05m7zg	/m/049qx	
13962	/m/04j13sx	/m/016ynj	
13963	/m/02wzl1d	/m/01wgcvn	
13964	/m/01vvpjj	/m/03rt9	
13965	/m/03bx0bm	/m/01vsxdm	
13966	/m/0b_6jz	/m/0dclg	
13967	/m/0gq_v	/m/01rnly	
13968	/m/016ypb	/m/0x25q	
13969	/m/01_f90	/m/08mbj5d	
13970	/m/0gpmp	/m/05zppz	
13971	/m/034f0d	/m/032clf	
13972	/m/0mdqp	/m/02ntb8	
13973	/m/01v3rb	/m/020mfr	
13974	/m/0b3wk	/m/070mff	
13975	/m/025st2z	/m/0265v21	
13976	/m/01cj6y	/m/02q8ms8	
13977	/m/02hnl	/m/0134s5	
13978	/m/01mqh5	/m/02h40lc	
13979	/m/06f32	/m/01csqg	
13980	/m/0gvrws1	/m/0jdm8	
13981	/m/06nr2h	/m/017fp	
13982	/m/0jmdb	/m/0355dz	
13983	/m/06r2_	/m/01jfsb	
13984	/m/09gkdln	/m/03d34x8	
13985	/m/0fbdb	/m/0838f	
13986	/m/05wqr1	/m/01541z	
13987	/m/04m064	/m/0d060g	
13988	/m/0gkz3nz	/m/059j2	
13989	/m/02g3mn	/m/027qgy	
13990	/m/0fzrtf	/m/0m_q0	
13991	/m/0745k7	/m/02hrh1q	
13992	/m/03mr85	/m/09c7w0	
13993	/m/013tcv	/m/026qnh6	
13994	/m/0x3r3	/m/03ksy	
13995	/m/0885n	/m/05kr_	
13996	/m/07cyl	/m/04kxsb	
13997	/m/024tcq	/m/01n7q	
13998	/m/027r9t	/m/05mvd62	
13999	/m/05w3f	/m/01_wfj	
14000	/m/01tvz5j	/m/02z0dfh	
14001	/m/0175tv	/m/038hg	
14002	/m/07tlfx	/m/09c7w0	
14003	/m/026mfs	/m/0137n0	
14004	/m/09bx1k	/m/01bh6y	
14005	/m/04t2l2	/m/062ftr	
14006	/m/0cc5tgk	/m/01w58n3	
14007	/m/02624g	/m/07_jd	
14008	/m/03fykz	/m/0ckd1	
14009	/m/01jq34	/m/01mkq	
14010	/m/01vj9c	/m/01w4c9	
14011	/m/09v9mks	/m/07s9rl0	
14012	/m/02hqt6	/m/03vtbc	
14013	/m/01v6480	/m/054ks3	
14014	/m/04mkft	/m/059rc	
14015	/m/0j_tw	/m/07twz	
14016	/m/0wsr	/m/02g_6x	
14017	/m/06r3p2	/m/011yn5	
14018	/m/0cw3yd	/m/0ptk_	
14019	/m/0qm9n	/m/02z1nbg	
14020	/m/0t0n5	/m/02fqwt	
14021	/m/016tw3	/m/03vfr_	
14022	/m/02b18l	/m/02_j1w	
14023	/m/0dr_4	/m/01vxxb	
14024	/m/025sc50	/m/086qd	
14025	/m/02qydsh	/m/056ws9	
14026	/m/02qtywd	/m/01vdm0	
14027	/m/021npv	/m/01718w	
14028	/m/0ql86	/m/03l5m1	
14029	/m/02vyyl8	/m/05p553	
14030	/m/01mqh5	/m/0296vv	
14031	/m/02_01w	/m/042fgh	
14032	/m/02tc5y	/m/0f8l9c	
14033	/m/047g8h	/m/03h42s4	
14034	/m/0g0x9c	/m/029j_	
14035	/m/02zd460	/m/01tbp	
14036	/m/08vd2q	/m/09c7w0	
14037	/m/07c2wt	/m/02sdk9v	
14038	/m/02vx4	/m/07vfqj	
14039	/m/0bq6ntw	/m/07ssc	
14040	/m/04zn7g	/m/030qb3t	
14041	/m/01cf93	/m/07bzp	
14042	/m/0wsr	/m/03vtbc	
14043	/m/09pj68	/m/08q3s0	
14044	/m/014mlp	/m/0mg1w	
14045	/m/024tkd	/m/03z5xd	
14046	/m/02c_4	/m/05b3ts	
14047	/m/01tzfz	/m/01nv4h	
14048	/m/0jgd	/m/0kbvb	
14049	/m/02ljhg	/m/09c7w0	
14050	/m/05nrkb	/m/0mbs8	
14051	/m/0151w_	/m/0h03fhx	
14052	/m/06jwys	/m/02_j1w	
14053	/m/02qk3fk	/m/0735l	
14054	/m/03hr1p	/m/03h64	
14055	/m/07k51gd	/m/07sgfsl	
14056	/m/01f9wm	/m/0h6dj	
14057	/m/07xl34	/m/0gl6f	
14058	/m/0b_6xf	/m/07bcn	
14059	/m/0dplh	/m/0h5k	
14060	/m/03_0p	/m/02_286	
14061	/m/0cpllql	/m/02kdv5l	
14062	/m/0345h	/m/0bkv0	
14063	/m/0gsg7	/m/07gbf	
14064	/m/03bx0bm	/m/0j871	
14065	/m/0fx0mw	/m/02bkdn	
14066	/m/06f0dc	/m/05tbn	
14067	/m/02g_6j	/m/05c5xx9	
14068	/m/0gltv	/m/07s9rl0	
14069	/m/02zj61	/m/09nqf	
14070	/m/07f3xb	/m/0828jw	
14071	/m/03crmd	/m/01ffx4	
14072	/m/05mrf_p	/m/02qfv5d	
14073	/m/07nxvj	/m/06cgy	
14074	/m/090s_0	/m/02mxw0	
14075	/m/07p__7	/m/059rby	
14076	/m/0265v21	/m/01rgcg	
14077	/m/050l8	/m/02hczc	
14078	/m/02bn_p	/m/02gkzs	
14079	/m/09hnb	/m/06h2w	
14080	/m/02fj8n	/m/02h40lc	
14081	/m/02p65p	/m/04f_d	
14082	/m/0298n7	/m/01gb54	
14083	/m/06gb1w	/m/029j_	
14084	/m/05d1dy	/m/04ztj	
14085	/m/0gwlfnb	/m/015qh	
14086	/m/0bzk2h	/m/053j4w4	
14087	/m/0853g	/m/0k4j	
14088	/m/01nn3m	/m/02hrh1q	
14089	/m/0zjpz	/m/0993r	
14090	/m/03c7tr1	/m/048qrd	
14091	/m/0ycfj	/m/01d38t	
14092	/m/08_vwq	/m/039xcr	
14093	/m/017j69	/m/0dszr0	
14094	/m/05lb30	/m/0vzm	
14095	/m/0m0nq	/m/05zppz	
14096	/m/05bt6j	/m/016vn3	
14097	/m/06c0ns	/m/069q4f	
14098	/m/037xlx	/m/030_1m	
14099	/m/01wl38s	/m/013y1f	
14100	/m/07m2y	/m/05842k	
14101	/m/05kr_	/m/018dhx	
14102	/m/02hgm4	/m/06h2w	
14103	/m/09b0xs	/m/06jrhz	
14104	/m/026y23w	/m/02s6tk	
14105	/m/016tt2	/m/0ddj0x	
14106	/m/0gzlb9	/m/05b4l5x	
14107	/m/0gvstc3	/m/0184jc	
14108	/m/06x58	/m/0436kgz	
14109	/m/0jmmn	/m/07t90	
14110	/m/0xnvg	/m/09yrh	
14111	/m/08xvpn	/m/09nqf	
14112	/m/02f2p7	/m/0fpkhkz	
14113	/m/0h584v	/m/0828jw	
14114	/m/01s3vk	/m/02h40lc	
14115	/m/017y26	/m/05tbn	
14116	/m/08nvyr	/m/02wypbh	
14117	/m/016gr2	/m/06j8wx	
14118	/m/07brj	/m/03bx0bm	
14119	/m/04sry	/m/02h40lc	
14120	/m/094wz7q	/m/0dkv90	
14121	/m/01rr_d	/m/07tl0	
14122	/m/0gh65c5	/m/02rh1dz	
14123	/m/01gsvp	/m/04ych	
14124	/m/041mt	/m/01rgr	
14125	/m/015lhm	/m/01wyy_	
14126	/m/039bp	/m/0p_pd	
14127	/m/0cf08	/m/02h40lc	
14128	/m/0r80l	/m/0jbk9	
14129	/m/0by1wkq	/m/0lsxr	
14130	/m/0gkts9	/m/0300ml	
14131	/m/04205z	/m/05zvj3m	
14132	/m/02lnbg	/m/013v5j	
14133	/m/0d060g	/m/0nj07	
14134	/m/063y_ky	/m/07k8rt4	
14135	/m/0g768	/m/03xl77	
14136	/m/088q4	/m/02lq67	
14137	/m/0fx0j2	/m/0gs96	
14138	/m/0gtx63s	/m/01pvkk	
14139	/m/0sxfd	/m/03xp8d5	
14140	/m/054bt3	/m/051ys82	
14141	/m/071ynp	/m/041td_	
14142	/m/09blyk	/m/09k56b7	
14143	/m/0gr42	/m/05q7cj	
14144	/m/024rdh	/m/0cmc26r	
14145	/m/0292qb	/m/03y1mlp	
14146	/m/04w7rn	/m/060__y	
14147	/m/01h7xx	/m/05fkf	
14148	/m/0yl_w	/m/08mbj5d	
14149	/m/02znwv	/m/02hrh1q	
14150	/m/0kxbc	/m/02hrh1q	
14151	/m/017_pb	/m/0cbd2	
14152	/m/027r7k	/m/02h40lc	
14153	/m/016sp_	/m/026mfs	
14154	/m/07b_l	/m/0__wm	
14155	/m/0pqc5	/m/0ftlx	
14156	/m/0342h	/m/0395lw	
14157	/m/02bqmq	/m/02bqn1	
14158	/m/01sbv9	/m/01gb54	
14159	/m/0bzjf	/m/03qhnx	
14160	/m/08720	/m/0f8l9c	
14161	/m/01nkt	/m/06jry	
14162	/m/070mff	/m/0g0syc	
14163	/m/03bxwtd	/m/04lgymt	
14164	/m/02hkw6	/m/04ztj	
14165	/m/043zg	/m/02jkkv	
14166	/m/07cz2	/m/07fb8_	
14167	/m/08nvyr	/m/0219x_	
14168	/m/0170vn	/m/0cqh46	
14169	/m/02ndj5	/m/01d38t	
14170	/m/0gx1673	/m/09mq4m	
14171	/m/05q78ky	/m/08mbj5d	
14172	/m/0342h	/m/05qw5	
14173	/m/02773m2	/m/0124k9	
14174	/m/0svqs	/m/03wh49y	
14175	/m/0bwgc_	/m/07b2lv	
14176	/m/04w7rn	/m/0d0vqn	
14177	/m/073w14	/m/0d060g	
14178	/m/0y_hb	/m/02_286	
14179	/m/022yb4	/m/09c7w0	
14180	/m/01vvlyt	/m/0nbcg	
14181	/m/02stbw	/m/09nqf	
14182	/m/03c7ln	/m/018vs	
14183	/m/0c41qv	/m/030qb3t	
14184	/m/02wwmhc	/m/0fw4v	
14185	/m/01gjd0	/m/09c7w0	
14186	/m/0fbw6	/m/014d7f	
14187	/m/029skd	/m/07ssc	
14188	/m/0mbw0	/m/0693l	
14189	/m/065ym0c	/m/06nm1	
14190	/m/024qqx	/m/07cz2	
14191	/m/0c34mt	/m/03npn	
14192	/m/043js	/m/0cqhb3	
14193	/m/01hvjx	/m/01pvkk	
14194	/m/059_c	/m/01n7q	
14195	/m/06wpc	/m/07w0v	
14196	/m/042kg	/m/0bqxw	
14197	/m/021sv1	/m/016m9h	
14198	/m/04fyhv	/m/07f8wg	
14199	/m/02s529	/m/01vfqh	
14200	/m/0mnz0	/m/0fr61	
14201	/m/040696	/m/0992d9	
14202	/m/09n48	/m/01nln	
14203	/m/02g839	/m/09nqf	
14204	/m/01r3hr	/m/026cmdc	
14205	/m/02zyy4	/m/01d_h8	
14206	/m/01hmnh	/m/01qxc7	
14207	/m/013b2h	/m/0bhvtc	
14208	/m/04mx8h4	/m/0hcr	
14209	/m/05yvfd	/m/03j6c	
14210	/m/086sj	/m/01vsnff	
14211	/m/01yzhn	/m/0c_m3	
14212	/m/03z5xd	/m/050l8	
14213	/m/01srq2	/m/02h40lc	
14214	/m/0187y5	/m/01kb2j	
14215	/m/0gwjw0c	/m/01pj7	
14216	/m/034qt_	/m/089fss	
14217	/m/01g23m	/m/07r_dg	
14218	/m/016t_3	/m/06bvp	
14219	/m/036hf4	/m/0gdh5	
14220	/m/0g5qs2k	/m/01hmnh	
14221	/m/06w2yp9	/m/09c7w0	
14222	/m/05ldnp	/m/039fgy	
14223	/m/05rgl	/m/0d060g	
14224	/m/04vq3h	/m/01kt_j	
14225	/m/0bjrnt	/m/062z7	
14226	/m/0c8br	/m/09c7w0	
14227	/m/016clz	/m/0gr69	
14228	/m/0879xc	/m/06y57	
14229	/m/0f102	/m/03s5t	
14230	/m/0cx7f	/m/07n68	
14231	/m/03hkv_r	/m/05c46y6	
14232	/m/03tmr	/m/0163v	
14233	/m/099cng	/m/0gyv0b4	
14234	/m/07bdd_	/m/04fv5b	
14235	/m/01tp5bj	/m/03bx0bm	
14236	/m/08htt0	/m/0jc_p	
14237	/m/01tmng	/m/09nqf	
14238	/m/0gls4q_	/m/0q5hw	
14239	/m/080v2	/m/08mbj5d	
14240	/m/01l47f5	/m/0ggjt	
14241	/m/01dhjz	/m/05zppz	
14242	/m/0cd2vh9	/m/079vf	
14243	/m/03t4nx	/m/08mbj5d	
14244	/m/014mlp	/m/071_8	
14245	/m/0f8l9c	/m/05qhw	
14246	/m/015d3h	/m/0f4x7	
14247	/m/04jpk2	/m/082fr	
14248	/m/01bb9r	/m/0ch6mp2	
14249	/m/0cjdk	/m/01b7h8	
14250	/m/01vwyqp	/m/04jpk2	
14251	/m/06r2_	/m/09c7w0	
14252	/m/041rx	/m/03bw6	
14253	/m/065zr	/m/01yf40	
14254	/m/01hp22	/m/035qy	
14255	/m/0g4pl7z	/m/01795t	
14256	/m/01x0sy	/m/02h40lc	
14257	/m/0jnb0	/m/0196pc	
14258	/m/03w1lf	/m/05xd8x	
14259	/m/01nm8w	/m/088fh	
14260	/m/02zkz7	/m/02zkz7	
14261	/m/073hmq	/m/0l12d	
14262	/m/03nqnk3	/m/04sry	
14263	/m/016ndm	/m/016ndm	
14264	/m/09c7w0	/m/043z0	
14265	/m/0ch26b_	/m/05r4w	
14266	/m/06z6r	/m/0169t	
14267	/m/04czx7	/m/012w70	
14268	/m/033dbw	/m/09nqf	
14269	/m/02q0k7v	/m/02ynfr	
14270	/m/0g4pl7z	/m/029j_	
14271	/m/013xrm	/m/0h336	
14272	/m/065b6q	/m/05bnp0	
14273	/m/02t__3	/m/0gqy2	
14274	/m/052hl	/m/04dn09n	
14275	/m/031ldd	/m/03rj0	
14276	/m/078mm1	/m/0b90_r	
14277	/m/04w391	/m/08r4x3	
14278	/m/0gkz15s	/m/0ctw_b	
14279	/m/081lh	/m/06lpmt	
14280	/m/09qycb	/m/09c7w0	
14281	/m/05p09zm	/m/0bz6sq	
14282	/m/01bl7g	/m/0653m	
14283	/m/032t2z	/m/09jwl	
14284	/m/086nl7	/m/057176	
14285	/m/0h0wc	/m/05dbf	
14286	/m/0crh5_f	/m/0d9jr	
14287	/m/06dfz1	/m/01htzx	
14288	/m/01vsksr	/m/01d_h8	
14289	/m/0b_dy	/m/04lhc4	
14290	/m/01304j	/m/05148p4	
14291	/m/0f5xn	/m/02jkkv	
14292	/m/06z6r	/m/077qn	
14293	/m/09n4nb	/m/01vsy7t	
14294	/m/05148p4	/m/01vsyg9	
14295	/m/01x4wq	/m/02nzb8	
14296	/m/06y611	/m/05p553	
14297	/m/02fp3	/m/03tmr	
14298	/m/0gr51	/m/0bzkgg	
14299	/m/047qxs	/m/02kdv5l	
14300	/m/0bxfmk	/m/0fpzwf	
14301	/m/095z4q	/m/09nqf	
14302	/m/016_nr	/m/0glt670	
14303	/m/0g824	/m/08mbj5d	
14304	/m/0lk90	/m/02bwjv	
14305	/m/0byfz	/m/0pd6l	
14306	/m/04z_3pm	/m/02_286	
14307	/m/0b_6rk	/m/02q4ntp	
14308	/m/02jx1	/m/02j7k	
14309	/m/027pfg	/m/0215hd	
14310	/m/07j94	/m/05rrtf	
14311	/m/0266r6h	/m/01g63y	
14312	/m/0d6d2	/m/054ky1	
14313	/m/0jym0	/m/07b_l	
14314	/m/029t1	/m/07371	
14315	/m/0288fyj	/m/02g8mp	
14316	/m/07dzf	/m/0gkjy	
14317	/m/026hh0m	/m/02h40lc	
14318	/m/0ch26b_	/m/0bytkq	
14319	/m/0342h	/m/089tm	
14320	/m/0x3b7	/m/016srn	
14321	/m/06rv5t	/m/02nzb8	
14322	/m/06ryl	/m/03h_9lg	
14323	/m/03jsvl	/m/01bpc9	
14324	/m/0gd92	/m/09nqf	
14325	/m/037q31	/m/02h40lc	
14326	/m/0dq_5	/m/03s7h	
14327	/m/0h1m9	/m/054ky1	
14328	/m/07y_p6	/m/030znt	
14329	/m/02r22gf	/m/09sr0	
14330	/m/042ly5	/m/030qb3t	
14331	/m/05p92jn	/m/0ds35l9	
14332	/m/0g2dz	/m/026t6	
14333	/m/04vrxh	/m/06ncr	
14334	/m/03ym1	/m/032016	
14335	/m/016tt2	/m/07phbc	
14336	/m/03s5t	/m/019cr	
14337	/m/0chghy	/m/0l6m5	
14338	/m/016y_f	/m/02h40lc	
14339	/m/04rs03	/m/02jknp	
14340	/m/04mvk7	/m/0dgrmp	
14341	/m/015v3r	/m/04ztj	
14342	/m/0gtvpkw	/m/0d0vqn	
14343	/m/032zg9	/m/0bdwqv	
14344	/m/0mbhr	/m/092bf5	
14345	/m/0gyy53	/m/09vw2b7	
14346	/m/0p9tm	/m/04tng0	
14347	/m/01dg3s	/m/09cpb	
14348	/m/01g03q	/m/05p5nc	
14349	/m/03fg0r	/m/0ckd1	
14350	/m/014mlp	/m/03gdf1	
14351	/m/0glqh5_	/m/07twz	
14352	/m/04nfpk	/m/0487_	
14353	/m/02gpkt	/m/030qb3t	
14354	/m/027b9j5	/m/048lv	
14355	/m/01hmnh	/m/0dcz8_	
14356	/m/01cbwl	/m/01vv126	
14357	/m/039x1k	/m/01wmcbg	
14358	/m/041xl	/m/05zppz	
14359	/m/06t8b	/m/02x258x	
14360	/m/053rxgm	/m/0d05w3	
14361	/m/02q1tc5	/m/0jt3qpk	
14362	/m/01rl_3	/m/02sdk9v	
14363	/m/0fvf9q	/m/05sxg2	
14364	/m/03cyslc	/m/04rlf	
14365	/m/022lly	/m/08mbj5d	
14366	/m/0cc5mcj	/m/07ssc	
14367	/m/06j6l	/m/02wwwv5	
14368	/m/0479b	/m/0h7h6	
14369	/m/0ds3t5x	/m/035qy	
14370	/m/02w3w	/m/018vs	
14371	/m/0dx97	/m/05snw	
14372	/m/04n1q6	/m/0ym8f	
14373	/m/07c5l	/m/035yg	
14374	/m/0ctb4g	/m/029j_	
14375	/m/027024	/m/0dgrmp	
14376	/m/02x4w6g	/m/01713c	
14377	/m/0f8l9c	/m/018qb4	
14378	/m/023vcd	/m/06mkj	
14379	/m/02jx1	/m/0dzbl	
14380	/m/08664q	/m/049dyj	
14381	/m/02c638	/m/02r96rf	
14382	/m/0w7c	/m/04lp8k	
14383	/m/0jmk7	/m/01b1mj	
14384	/m/03l2n	/m/0mrhq	
14385	/m/02jxkw	/m/0l8z1	
14386	/m/02qr3k8	/m/0gn30	
14387	/m/0d58_	/m/08mbj5d	
14388	/m/0myk8	/m/01w4dy	
14389	/m/0274ck	/m/0dz3r	
14390	/m/01kwh5j	/m/08mbj5d	
14391	/m/0cj36c	/m/0cnl80	
14392	/m/09c7w0	/m/032r4n	
14393	/m/0b13g7	/m/072zl1	
14394	/m/0pqc5	/m/0fvyg	
14395	/m/03_hd	/m/032r1	
14396	/m/04jm_hq	/m/02h40lc	
14397	/m/06rf7	/m/08mbj5d	
14398	/m/01qbl	/m/011k_j	
14399	/m/02bqm0	/m/070mff	
14400	/m/01_x6d	/m/09nqf	
14401	/m/03q1vd	/m/057_yx	
14402	/m/0l14j_	/m/0l14md	
14403	/m/09sb52	/m/027r9t	
14404	/m/01438g	/m/0422v0	
14405	/m/042fgh	/m/03k9fj	
14406	/m/040njc	/m/014l6_	
14407	/m/08sfxj	/m/07s9rl0	
14408	/m/0xnvg	/m/0b6yp2	
14409	/m/025st2z	/m/01b65l	
14410	/m/0fthdk	/m/0c3p7	
14411	/m/063hp4	/m/02h40lc	
14412	/m/0d060g	/m/0pml7	
14413	/m/0gldyz	/m/0gv07g	
14414	/m/01nln	/m/0dbks	
14415	/m/03bxsw	/m/02zsn	
14416	/m/06by7	/m/02jq1	
14417	/m/06w99h3	/m/0215hd	
14418	/m/028dcg	/m/023s8	
14419	/m/04wsz	/m/082pc	
14420	/m/01hkhq	/m/027b9k6	
14421	/m/0qlrh	/m/0qlrh	
14422	/m/05xq9	/m/01whg97	
14423	/m/070px	/m/07ssc	
14424	/m/0ywrc	/m/01l3k6	
14425	/m/05zlld0	/m/0ctw_b	
14426	/m/0dvld	/m/071nw5	
14427	/m/02v570	/m/02ztjwg	
14428	/m/09sh8k	/m/09zzb8	
14429	/m/041rx	/m/0c4f4	
14430	/m/01vvydl	/m/07_jd	
14431	/m/0bvzp	/m/0cbd2	
14432	/m/01r2l	/m/06nm1	
14433	/m/012201	/m/01c72t	
14434	/m/057_yx	/m/02p7_k	
14435	/m/01ckrr	/m/01xqqp	
14436	/m/02g3gj	/m/0gx1673	
14437	/m/02s2xy	/m/01znc_	
14438	/m/024rdh	/m/05g8pg	
14439	/m/0d739	/m/09nqf	
14440	/m/0345_	/m/0lgxj	
14441	/m/03mkk4	/m/01xk7r	
14442	/m/02ck7w	/m/03ym1	
14443	/m/0hkxq	/m/0g5gq	
14444	/m/0dwxr	/m/02k54	
14445	/m/08052t3	/m/01xy5l_	
14446	/m/01gsvb	/m/01gst9	
14447	/m/02_qt	/m/03_3d	
14448	/m/01c9dd	/m/01vsgrn	
14449	/m/01kb2j	/m/0320fn	
14450	/m/0f4vx0	/m/02d_zc	
14451	/m/01ycfv	/m/01vdm0	
14452	/m/06cgy	/m/0y_hb	
14453	/m/01jsk6	/m/02j62	
14454	/m/03c7tr1	/m/0m66w	
14455	/m/0159h6	/m/0nbrp	
14456	/m/0m313	/m/0171cm	
14457	/m/07myb2	/m/01531	
14458	/m/05dbyt	/m/025ts_z	
14459	/m/05bt6j	/m/03f5spx	
14460	/m/01f873	/m/01f8gz	
14461	/m/017v71	/m/02dh86	
14462	/m/0cmt6q	/m/08jgk1	
14463	/m/04gc65	/m/01718w	
14464	/m/0l6ny	/m/02lq5w	
14465	/m/043tz0c	/m/04_m9gk	
14466	/m/0cm2xh	/m/0kb1g	
14467	/m/02jx1	/m/05zhg	
14468	/m/01vsy9_	/m/01d_h8	
14469	/m/0f502	/m/09qv_s	
14470	/m/01wb8bs	/m/03zqc1	
14471	/m/02q8ms8	/m/05p553	
14472	/m/080knyg	/m/07sgfsl	
14473	/m/06y611	/m/089fss	
14474	/m/04ydr95	/m/09c7w0	
14475	/m/01vj9c	/m/04rzd	
14476	/m/03qnvdl	/m/03h64	
14477	/m/03k9fj	/m/0hv27	
14478	/m/05r5c	/m/0478__m	
14479	/m/025m8y	/m/01vrnsk	
14480	/m/03hmt9b	/m/099flj	
14481	/m/03w1v2	/m/0kpl	
14482	/m/0ct2tf5	/m/01pvkk	
14483	/m/017l96	/m/0kzy0	
14484	/m/07p62k	/m/07fb8_	
14485	/m/01nn79	/m/01r2l	
14486	/m/01znj1	/m/029j_	
14487	/m/0cwx_	/m/0pgjm	
14488	/m/06nnj	/m/07t65	
14489	/m/0gqy2	/m/0c4hgj	
14490	/m/07szy	/m/01bt59	
14491	/m/0342h	/m/01q7cb_	
14492	/m/03hzl42	/m/01p7yb	
14493	/m/0jqzt	/m/0345h	
14494	/m/027571b	/m/01kb2j	
14495	/m/01vtqml	/m/01lp8	
14496	/m/0jmwg	/m/01jcxwp	
14497	/m/02pd1tf	/m/08mbj5d	
14498	/m/02mt51	/m/06npd	
14499	/m/025tdwc	/m/09jwl	
14500	/m/02bj22	/m/09c7w0	
14501	/m/0kszw	/m/0_9l_	
14502	/m/01f7jt	/m/02r96rf	
14503	/m/01lvrm	/m/01lvrm	
14504	/m/015t7v	/m/02ck7w	
14505	/m/02ryz24	/m/02r96rf	
14506	/m/02w9sd7	/m/0209xj	
14507	/m/01cpqk	/m/081lh	
14508	/m/0gz6b6g	/m/05b4w	
14509	/m/0bdt8	/m/070fnm	
14510	/m/022p06	/m/01n7q	
14511	/m/025_ql1	/m/0cbd2	
14512	/m/0mcf4	/m/01ky2h	
14513	/m/01xwqn	/m/081lh	
14514	/m/02fqxm	/m/04flrx	
14515	/m/0nbjq	/m/0bynt	
14516	/m/04s1zr	/m/02r96rf	
